"STATION","DATE","ADPT","ASLP","ASTP","AWBT","AWND","CDSD","CLDD","DP01","DP05","DP10","DP1X","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","DYFG","DYHF","DYNT","DYSD","DYSN","DYTS","DYXP","DYXT","EMNT","EMSD","EMSN","EMXP","EMXT","EVAP","HDSD","HN01","HN02","HN03","HN04","HN05","HN06","HN07","HN08","HN09","HN10","HN11","HN12","HN13","HN14","HN15","HTDD","HX01","HX02","HX03","HX04","HX05","HX06","HX07","HX08","HX09","HX10","HX11","HX12","HX13","HX14","HX15","LN01","LN02","LN03","LN04","LN05","LN06","LN07","LN08","LN09","LN10","LN11","LN12","LN13","LN14","LN15","LX01","LX02","LX03","LX04","LX05","LX06","LX07","LX08","LX09","LX10","LX11","LX12","LX13","LX14","LX15","MN01","MN02","MN03","MN04","MN05","MN06","MN07","MN08","MN09","MN10","MN11","MN12","MN13","MN14","MN15","MNPN","MX01","MX02","MX03","MX04","MX05","MX06","MX07","MX08","MX09","MX10","MX11","MX12","MX13","MX14","MX15","MXPN","PRCP","PSUN","RHAV","RHMN","RHMX","SNOW","TAVG","TIME","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WDFM","WDMV","WSF1","WSF2","WSF5","WSFG","WSFM"
"USC00118740","2013-06",,,,,,"167.5","112.7","13",,"5","3","0","0","0","0","0","28","3","3",,"20130603","20130630","20130630","7","20130626","20130612","9.4","0","0","69.3","34.4",,"3213.7",,,,,,,,,,,,,,,,"7.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"159.5",,,,,"0","21.83",,"27.67","15.99",,,,,,,,,,,,
"USC00118740","2013-07",,,,,,"300.6","133.1","10",,"4","2","0","0","0","0","0","29","5","4",,"20130728","20130731","20130731",,"20130722","20130719","9.4","0","0","42.7","33.9","150.4","3.7",,,,,,,,,,,,,,,,"3.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89.9",,,,,"0","22.51",,"27.74","17.28",,,,,,,,,,,,
"USC00118740","2013-08",,,,,,"443.8","143.2","4",,"1","0","0","0","0","0","0","31","5","2",,"20130814","20130831","20130831",,"20130803","20130831","10.0","0","0","8.4","36.1","140.6","6.8",,,,,,,,,,,,,,,,"3.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.3",,,,,"0","22.85",,"29.02","16.69",,,,,,,"639",,,,,
"USC00118740","2013-09",,,,,,"537.5","93.7","7",,"3","0","0","0","0","0","0","30","4","1",,"20130914","20130930","20130930","2","20130920","20130910","7.2","0","0","7.6","36.1","130.1","23.4",,,,,,,,,,,,,,,,"16.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.3",,,,,"0","20.90",,"28.10","13.71",,,,,,,"615",,,,,
"USC00118740","2013-10",,,,,,"559.2","21.7","12",,"5","1","0","0","0","6","0","14","0","6",,"20131025","20131031","20131025","1","20131031","20131004","-3.9","0","0","35.1","31.7",,"222.1",,,,,,,,,,,,,,,,"198.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"91.3",,,,,"0","12.62",,"18.91","6.34",,,,,,,,,,,,
"USC00118740","2013-11",,,,,,"559.2","0.0","9",,"4","0","0","0","0","20","4","1","0","6",,"20131124","20131114","20131112","1","20131122","20131117","-11.7","0","13","14.0","21.7",,"667.9",,,,,,,,,,,,,,,,"445.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39.2",,,,,"13","3.47",,"8.84","-1.89",,,,,,,,,,,,
"USC00118740","2013-12",,,,,,"559.2","0.0","5",,"2","0","7","0","1","28","15","0","0","11",,"20131212","20131216","20131216",,"20131222","20131204","-19.4","229","23","22.1","15.6",,"1331.7",,,,,,,,,,,,,,,,"663.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55.0",,,,,"255","-3.08",,"1.63","-7.79",,,,,,,,,,,,
"USC00118740","2014-01",,,,,,"0.0","0.0","12",,"3","0","20","3","10","31","19","0","0","5",,"20140106","20140108","20140106",,"20140111","20140113","-25.6","229","150","20.1","10.6",,"2124.5",,,,,,,,,,,,,,,,"792.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40.6",,,,,"368","-7.24",,"-1.94","-12.54",,,,,,,,,,,,
"USC00118740","2014-02",,,,,,"0.0","0.0","11",,"8","0","25","6","6","27","19","0","0","5",,"20140207","20140218","20140205","2","20140202","20140220","-25.6","229","165","13.7","13.9",,"2842.0",,,,,,,,,,,,,,,,"717.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"76.8",,,,,"371","-7.29",,"-2.47","-12.11",,,,,,,,,,,,
"USC00118740","2014-03",,,,,,"0.0","0.0","7",,"4","0","5","2","1","26","4","2","0","8",,"20140303","20140303","20140302","1","20140312","20140321","-17.8","51","41","18.3","21.7",,"3366.0",,,,,,,,,,,,,,,,"524.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35.3",,,,,"94","1.43",,"7.43","-4.57",,,,,,,,,,,,
"USC00118740","2014-04",,,,,,"0.3","0.3","10",,"9","1","0","0","0","6","0","12","0","4",,"20140416","20140415","20140415","4","20140403","20140426","-2.8","0","5","26.2","26.1",,"3571.2",,,,,,,,,,,,,,,,"205.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100.2",,,,,"5","11.50",,"17.77","5.24",,,,,,,,,,,,
"USC00118740","2014-05",,,,,,"66.1","65.8","13",,"8","2","0","0","0","0","0","22","0",,,"20140518","20140531","20140531","6","20140528","20140526","2.8","0","0","31.8","31.1",,"3655.4",,,,,,,,,,,,,,,,"84.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111.3",,,,,"0","17.74",,"23.86","11.62",,,,,,,,,,,,
"USC00118740","2014-06",,,,,,"201.7","135.6","16",,"10","2","0","0","0","0","0","29","1","8",,"20140614","20140630","20140630","5","20140624","20140619","10.6","0","0","64.0","32.8",,"3657.1",,,,,,,,,,,,,,,,"1.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"208.6",,,,,"0","22.80",,"28.11","17.48",,,,,,,,,,,,
"USC00118740","2014-07",,,,,,"287.9","86.2","10",,"6","3","0","0","0","0","0","31","0","5",,"20140717","20140731","20140731","7","20140713","20140722","11.7","0","0","110.0","30.6",,"4.2",,,,,,,,,,,,,,,,"4.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"221.2",,,,,"0","20.98",,"26.51","15.45",,,,,,,,,,,,
"USC00118740","2014-08",,,,,,"433.6","145.7","14",,"7","0","0","0","0","0","0","31","2","12",,"20140815","20140831","20140831","5","20140805","20140825","10.6","0","0","7.9","34.4",,"5.8",,,,,,,,,,,,,,,,"1.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"38.6",,,,,"0","22.98",,"28.05","17.92",,,,,,,,,,,,
"USC00118740","2014-09",,,,,,"478.8","45.2","9",,"7","0","0","0","0","0","0","26","1","6",,"20140913","20140930","20140930","5","20140910","20140905","4.4","0","0","22.9","34.4",,"58.0",,,,,,,,,,,,,,,,"52.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"87.5",,,,,"0","18.10",,"24.41","11.79",,,,,,,,,,,,
"USC00118740","2014-10",,,,,,"481.8","3.0","15",,"7","1","0","0","0","1","0","8","0","11",,"20141030","20141031","20141031","1","20141003","20141001","-1.1","0","0","67.8","28.3",,"256.1",,,,,,,,,,,,,,,,"198.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"126.1",,,,,"0","12.04",,"17.40","6.69",,,,,,,,,,,,
"USC00118740","2014-11",,,,,,"481.8","0.0","9",,"5","1","2","0","0","24","7","0","0","5",,"20141118","20141118","20141117",,"20141124","20141103","-13.3","25","13","36.3","19.4",,"766.3",,,,,,,,,,,,,,,,"510.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61.4",,,,,"23","1.33",,"6.60","-3.95",,,,,,,,,,,,
"USC00118740","2014-12",,,,,,"481.8","0.0","10",,"5","0","0","0","0","24","8","0","0","18",,"20141231","20141217","20141228",,"20141223","20141226","-13.9","0","0","14.7","12.2",,"1323.0",,,,,,,,,,,,,,,,"556.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46.0",,,,,"0","0.37",,"3.48","-2.73",,,,,,,,,,,,
"USC00118740","2015-01",,,,,,"0.0","0.0","9",,"5","0","12","1","5","30","14","0","0","7",,"20150108","20150114","20150106",,"20150103","20150117","-22.2","76","79","9.4","8.3",,"2022.9",,,,,,,,,,,,,,,,"699.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36.3",,,,,"112","-4.25",,"0.11","-8.60",,,,,,,,,,,,
"USC00118740","2015-02",,,,,,"0.0","0.0","6",,"3","0","18","5","5","28","20","0","0","2",,"20150224","20150221","20150221",,"20150201","20150208","-26.7","152","142","11.7","12.8",,"2747.2",,,,,,,,,,,,,,,,"724.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31.3",,,,,"315","-7.53",,"-2.29","-12.78",,,,,,,,,,,,
"USC00118740","2015-03",,,,,,"0.0","0.0","12",,"5","0","8","1","2","17","4","1","0","9",,"20150306","20150301","20150301",,"20150301","20150316","-22.8","305","211","16.3","23.3",,"3222.6",,,,,,,,,,,,,,,,"475.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43.3",,,,,"214","3.00",,"8.53","-2.53",,,,,,,,,,,,
"USC00118740","2015-04",,,,,,"0.6","0.6","14",,"6","1","0","0","0","3","0","9","0","6",,"20150404","20150430","20150430","3","20150409","20150418","-2.2","0","0","31.8","26.1",,"3409.9",,,,,,,,,,,,,,,,"187.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92.0",,,,,"0","12.11",,"18.18","6.03",,,,,,,,,,,,
"USC00118740","2015-05",,,,,,"64.5","63.9","15",,"12","1","0","0","0","0","0","25","0","4",,"20150501","20150531","20150531","6","20150531","20150528","4.4","0","0","71.6","30.0",,"3465.5",,,,,,,,,,,,,,,,"55.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"154.1",,,,,"0","18.60",,"24.53","12.66",,,,,,,,,,,,
"USC00118740","2015-06",,,,,,"185.3","120.8","18",,"11","3","0","0","0","0","0","29","1","6",,"20150602","20150630","20150630","7","20150625","20150610","10.6","0","0","68.6","32.2",,"3470.2",,,,,,,,,,,,,,,,"4.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"232.9",,,,,"0","22.20",,"27.36","17.05",,,,,,,,,,,,
"USC00118740","2015-07",,,,,,"332.2","146.9","13",,"6","2","0","0","0","0","0","30","4","18",,"20150708","20150731","20150731","3","20150707","20150728","13.3","0","0","36.3","33.3",,"1.7",,,,,,,,,,,,,,,,"1.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"107.3",,,,,"0","23.02",,"28.28","17.76",,,,,,,,,,,,
"USC00118740","2015-08",,,,,,"450.9","118.7","8",,"4","2","0","0","0","0","0","31","2","8",,"20150825","20150831","20150831","3","20150819","20150815","11.1","0","0","32.5","32.2",,"3.6",,,,,,,,,,,,,,,,"1.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"80.3",,,,,"0","22.10",,"28.06","16.14",,,,,,,,,,,,
"USC00118740","2015-09",,,,,,"548.2","97.3","10",,"7","4","0","0","0","0","0","28","6","12",,"20150913","20150930","20150930","6","20150918","20150906","7.8","0","0","39.6","34.4",,"21.4",,,,,,,,,,,,,,,,"17.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"163.7",,,,,"0","20.98",,"27.53","14.43",,,,,,,,,,,,
"USC00118740","2015-10",,,,,,"550.7","2.5","6",,"2","0","0","0","0","2","0","15","0","7",,"20151018","20151031","20151031",,"20151028","20151021","-0.6","0","0","21.1","27.2",,"176.2",,,,,,,,,,,,,,,,"154.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31.6",,,,,"0","13.42",,"19.68","7.16",,,,,,,,,,,,
"USC00118740","2015-11",,,,,,"550.7","0.0","13",,"9","1","3","1","0","12","1","3","0","9",,"20151122","20151123","20151122",,"20151118","20151104","-10.6","51","25","25.7","22.8",,"498.1",,,,,,,,,,,,,,,,"321.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"112.3",,,,,"45","7.60",,"13.37","1.84",,,,,,,,,,,,
"USC00118740","2015-12",,,,,,"550.7","0.0","12",,"7","3","0","0","0","15","2","0","0","11",,"20151219","20151203","20151231","1","20151227","20151212","-7.8","0","0","69.1","18.9",,"927.3",,,,,,,,,,,,,,,,"429.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"189.9",,,,,"0","4.49",,"8.28","0.70",,,,,,,,,,,,
"USC00118740","2016-01",,,,,,"0.0","0.0","7",,"4","0","8","1","1","28","14","0","0","8",,"20160118","20160124","20160120",,"20160110","20160131","-18.9","76","81","9.7","16.1",,"1582.9",,,,,,,,,,,,,,,,"655.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23.1",,,,,"101","-2.82",,"1.84","-7.47",,,,,,,,,,,,
"USC00118740","2016-02",,,,,,"0.0","0.0","9",,"2","0","8","2","0","23","8","1","0","6",,"20160213","20160225","20160225","1","20160225","20160220","-15.0","102","94","14.0","21.7",,"2099.5",,,,,,,,,,,,,,,,"516.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31.2",,,,,"175","0.52",,"5.23","-4.19",,,,,,,,,,,,
"USC00118740","2016-03",,,,,,"0.0","0.0","13",,"8","1","0","0","0","9","0","3","0","8",,"20160302","20160304","20160304","1","20160331","20160315","-7.8","0","0","31.5","22.8",,"2400.7",,,,,,,,,,,,,,,,"301.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89.2",,,,,"0","8.62",,"14.10","3.13",,,,,,,,,,,,
"USC00118740","2016-04",,,,,,"4.5","4.5","8",,"6","0","0","0","0","6","0","10","0","8",,"20160409","20160430","20160409","3","20160428","20160418","-3.9","0","0","24.9","27.8",,"2611.4",,,,,,,,,,,,,,,,"210.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"82.8",,,,,"0","11.46",,"17.73","5.18",,,,,,,,,,,,
"USC00118740","2016-05",,,,,,,,"15",,"10","0","0","0",,,,,,,,,"20160531","20160531",,"20160531",,,"0","0","16.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"96.3",,,,,"0",,,,,,,,,,,,,,,,
"USC00118740","2016-06",,,,,,,"150.0","11",,"9","4","0","0","0","0","0","30","9","1",,"20160629","20160630","20160630","6","20160601","20160626","10.6","0","0","36.6","33.3",,,,,,,,,,,,,,,,,,"0.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"180.7",,,,,"0","23.32",,"29.48","17.16",,,,,,,,,,,,
"USC00118740","2016-07",,,,,,,"177.1","13",,"9","1","0","0","0","0","0","29","4","9",,"20160702","20160731","20160731","7","20160725","20160724","11.7","0","0","31.8","33.9",,"5.3",,,,,,,,,,,,,,,,"5.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"113.0",,,,,"0","23.88",,"29.03","18.72",,,,,,,,,,,,
"USC00118740","2016-08",,,,,,,"188.1","8",,"7","1","0","0","0","0","0","31","5","10",,"20160822","20160831","20160831","3","20160816","20160811","13.3","0","0","37.3","33.9",,"5.3",,,,,,,,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"105.4",,,,,"0","24.40",,"29.52","19.28",,,,,,,,,,,,
"USC00118740","2016-09",,,,,,,"112.3","9",,"8","1","0","0","0","0","0","28","8","6",,"20160927","20160930","20160930","4","20160910","20160907","10.0","0","0","58.9","33.3",,"14.8",,,,,,,,,,,,,,,,"9.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"136.9",,,,,"0","21.76",,"27.95","15.58",,,,,,,,,,,,
"USC00118740","2016-10",,,,,,,"23.6","10",,"6","0","0","0","0","0","0","19","0","5",,"20161022","20161031","20161031","1","20161020","20161017","1.1","0","0","18.0","29.4",,"120.2",,,,,,,,,,,,,,,,"105.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"47.8",,,,,"0","15.69",,"21.83","9.56",,,,,,,,,,,,
"USC00118740","2016-11",,,,,,,"2.5","8",,"7","0","0","0","0","10","0","4","0","5",,"20161121","20161130","20161130","2","20161123","20161101","-6.1","0","0","22.6","26.1",,"426.4",,,,,,,,,,,,,,,,"306.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"84.3",,,,,"0","8.21",,"13.65","2.76",,,,,,,,,,,,
"USC00118740","2016-12",,,,,,,"0.0","9",,"4","0","5","2","2","27","10","0","0","7",,"20161219","20161216","20161213",,"20161226","20161226","-20.0","25","30","11.7","14.4",,"1054.4",,,,,,,,,,,,,,,,"628.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34.4",,,,,"75","-1.93",,"1.87","-5.72",,,,,,,,,,,,
"USC00118740","2017-01",,,,,,"0.0","0.0","13",,"6","1","6","0","2","22","9","0","0","16",,"20170107","20170130","20170130",,"20170120","20170121","-19.4","25","20","32.3","17.8",,"1624.8",,,,,,,,,,,,,,,,"570.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"64.5",,,,,"40","-0.07",,"4.05","-4.18",,,,,,,,,,,,
"USC00118740","2017-02",,,,,,"0.0","0.0","5",,"2","0","2","1","0","17","3","4","0","9",,"20170209","20170209","20170209","2","20170207","20170220","-12.8","51","38","3.8","21.7",,"2003.1",,,,,,,,,,,,,,,,"378.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.4",,,,,"38","4.82",,"11.15","-1.51",,,,,,,,,,,,
"USC00118740","2017-03",,,,,,"0.0","0.0","10",,"6","0","3","1","0","15","3","2","0","2",,"20170315","20170314","20170313","5","20170307","20170324","-10.0","51","46","14.5","25.0",,"2386.1",,,,,,,,,,,,,,,,"383.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60.6",,,,,"51","5.98",,"11.29","0.67",,,,,,,,,,,,
"USC00118740","2017-04",,,,,,"8.7","8.7","14",,"8","1","0","0","0","0","0","14","0",,,"20170408","20170430","20170430","9","20170430","20170414","0.6","0","0","50.5","28.3",,"2528.1",,,,,,,,,,,,,,,,"142.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"147.5",,,,,"0","13.89",,"19.87","7.91",,,,,,,,,,,,
"USC00118740","2017-05",,,,,,"37.9","29.2","15",,"10","2","0","0","0","0","0","18","0","4",,"20170507","20170531","20170531","5","20170504","20170518","3.3","0","0","33.5","30.6",,"2622.3",,,,,,,,,,,,,,,,"94.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"150.1",,,,,"0","16.24",,"22.01","10.46",,,,,,,,,,,,
"USC00118740","2017-06",,,,,,"169.4","131.5","7",,"5","1","0","0","0","0","0","30","6",,,"20170627","20170630","20170630","4","20170615","20170613","9.4","0","0","31.8","34.4",,"2625.7",,,,,,,,,,,,,,,,"3.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52.0",,,,,"0","22.60",,"29.28","15.93",,,,,,,,,,,,
"USC00118740","2017-07",,,,,,"362.7","193.3","12",,"6","0","0","0","0","0","0","31","8","3",,"20170715","20170731","20170731","6","20170712","20170721","15.0","0","0","17.3","34.4",,"0.0",,,,,,,,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"71.3",,,,,"0","24.57",,"30.37","18.77",,,,,,,,,,,,
"USC00118740","2017-08",,,,,,"473.4","110.7","8",,"3","1","0","0","0","0","0","31","1","1",,"20170805","20170831","20170831","2","20170829","20170820","11.1","0","0","31.2","33.3",,"1.1",,,,,,,,,,,,,,,,"1.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56.4",,,,,"0","21.87",,"28.07","15.67",,,,,,,,,,,,
"USC00118740","2017-09",,,,,,"570.3","96.9","3",,"1","0","0","0","0","0","0","29","11","3",,"20170907","20170930","20170930","1","20170919","20170922","7.2","0","0","18.5","35.0",,"24.0",,,,,,,,,,,,,,,,"22.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.3",,,,,"0","20.80",,"27.83","13.77",,,,,,,,,,,,
"USC00118740","2017-10",,,,,,"594.4","24.1","15",,"11","3","0","0","0","3","0","19","0","4",,"20171031","20171031","20171029","2","20171011","20171014","-1.1","0","0","45.7","29.4",,"176.1",,,,,,,,,,,,,,,,"152.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"160.4",,,,,"0","14.20",,"19.91","8.49",,,,,,,,,,,,
"USC00118740","2017-11",,,,,,"594.4","0.0","8",,"5","1","0","0","0","18","0","1","0","8",,"20171110","20171130","20171122","3","20171119","20171105","-6.7","0","0","28.2","21.1",,"555.6",,,,,,,,,,,,,,,,"379.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77.7",,,,,"0","5.68",,"11.14","0.23",,,,,,,,,,,,
"USC00118740","2017-12",,,,,,"594.4","0.0","7",,"2","0","8","2","3","27","11","0","0",,,"20171231","20171231","20171225","1","20171230","20171204","-20.6","102","66","3.6","17.8",,"1180.2",,,,,,,,,,,,,,,,"624.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.7",,,,,"148","-1.81",,"2.91","-6.54",,,,,,,,,,,,
"USC00118740","2018-01",,,,,,"0.0","0.0","7",,"5","0","16","1","9","29","16","0","0","7",,"20180101","20180108","20180115",,"20180122","20180111","-26.1","102","84","11.9","15.0",,"1908.1",,,,,,,,,,,,,,,,"727.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28.0",,,,,"89","-5.15",,"-0.24","-10.06",,,,,,,,,,,,
"USC00118740","2018-02",,,,,,"0.0","0.0","15",,"5","2","5","1","1","22","8","0","0","4",,"20180205","20180208","20180206","3","20180221","20180220","-21.7","51","28","80.8","18.3",,"2423.8",,,,,,,,,,,,,,,,"515.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"155.5",,,,,"51","-0.09",,"5.29","-5.46",,,,,,,,,,,,
